photo_id,photo_url,id,label,x,y,z,class
466629516.0,https://inaturalist-open-data.s3.amazonaws.com/photos/466629516/original.jpg,259897206.0,Jamaican Fruit-eating Bat,0.0288593836117108,0.5107268573667254,0.2823658970459644,Non-Expert Cave
463335477.0,https://inaturalist-open-data.s3.amazonaws.com/photos/463335477/original.jpg,258265299.0,Bats,-0.3924803777267373,-0.4673131415952537,0.4901122939070534,Non-Expert Urban
463335499.0,https://inaturalist-open-data.s3.amazonaws.com/photos/463335499/original.jpg,258265299.0,Bats,-0.3895227853072085,-0.4595373607984722,0.4634862837616857,Non-Expert Urban
460444462.0,https://static.inaturalist.org/photos/460444462/original.jpg,256765324.0,Artibeus jamaicensis,0.4477927277142188,0.7605379626831499,0.1494911788482571,Non-Expert Non-Urban
460330763.0,https://inaturalist-open-data.s3.amazonaws.com/photos/460330763/original.png,256711147.0,Bats,-0.5805310744373453,-0.1401303051027931,0.335377481631294,Non-Expert Cave
460330783.0,https://inaturalist-open-data.s3.amazonaws.com/photos/460330783/original.jpeg,256711147.0,Bats,-0.9339852434565576,-0.2404506684770641,0.3685828413823084,Non-Expert Cave
460333424.0,https://inaturalist-open-data.s3.amazonaws.com/photos/460333424/original.jpeg,256711147.0,Bats,-0.9482884385668182,-0.258565806755674,0.3524632164911232,Non-Expert Cave
460333443.0,https://inaturalist-open-data.s3.amazonaws.com/photos/460333443/original.jpeg,256711147.0,Bats,-0.9242109588783494,-0.1623690649692235,0.3654632426940059,Non-Expert Cave
460333484.0,https://inaturalist-open-data.s3.amazonaws.com/photos/460333484/original.jpeg,256711147.0,Bats,-0.8337837530254264,-0.1698699376601504,0.298416375442659,Non-Expert Cave
460036822.0,https://static.inaturalist.org/photos/460036822/original.jpg,256563252.0,,0.3741876042589414,0.6791668375773594,0.5575507486745708,Non-Expert Non-Urban
459758118.0,https://inaturalist-open-data.s3.amazonaws.com/photos/459758118/original.jpeg,256427239.0,Stenodermatine Bats,-0.9558771099502392,-0.4110396867186066,0.3867229996283075,Non-Expert Cave
459758225.0,https://inaturalist-open-data.s3.amazonaws.com/photos/459758225/original.jpeg,256427239.0,Stenodermatine Bats,-0.9541723588895192,-0.285356120681645,0.3822777292000066,Non-Expert Cave
459758315.0,https://inaturalist-open-data.s3.amazonaws.com/photos/459758315/original.jpeg,256427239.0,Stenodermatine Bats,-0.9598308766924906,-0.430991117387603,0.3553086553942515,Non-Expert Cave
456401018.0,https://inaturalist-open-data.s3.amazonaws.com/photos/456401018/original.jpeg,254762159.0,Jamaican Fruit-eating Bat,0.0062306301934871,0.5505768131252715,0.1819938161198189,Non-Expert Cave
456402747.0,https://inaturalist-open-data.s3.amazonaws.com/photos/456402747/original.jpeg,254762159.0,Jamaican Fruit-eating Bat,0.2440751943216856,0.7263512478433858,-0.0795768428632568,Non-Expert Cave
452071204.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452071204/original.jpg,252527161.0,Mexican Free-tailed Bat,-0.1437519341226583,0.4410736484173112,-0.3196014056390545,Non-Expert Cave
452071503.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452071503/original.jpg,252527161.0,Mexican Free-tailed Bat,-0.1360396433039806,0.4489713129540817,-0.326137569013054,Non-Expert Cave
452071349.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452071349/original.jpg,252527161.0,Mexican Free-tailed Bat,-0.1242035961746617,0.4655287502479948,-0.3465345717915301,Non-Expert Cave
452070297.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452070297/original.jpg,252527160.0,Greater Bulldog Bat,0.2775201859080112,0.8956568035152073,-0.5067026001993362,Non-Expert Cave
452070561.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452070561/original.jpg,252527160.0,Greater Bulldog Bat,0.2547548910728323,0.8702095546471944,-0.5012189192572744,Non-Expert Cave
452069929.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452069929/original.jpg,252527160.0,Greater Bulldog Bat,0.270225046458763,0.8879727703688574,-0.5638024166821136,Non-Expert Cave
452068280.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452068280/original.jpg,252523725.0,Jamaican Fruit-eating Bat,0.2501967455205554,0.515286782562254,-0.0156998935386604,Non-Expert Cave
452068492.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452068492/original.jpg,252523725.0,Jamaican Fruit-eating Bat,0.2659713253262261,0.5354186949231574,-0.0087549652035431,Non-Expert Cave
452068705.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452068705/original.jpg,252523725.0,Jamaican Fruit-eating Bat,0.2859308802942042,0.5119118753772245,-0.054346233238647,Non-Expert Cave
452068797.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452068797/original.jpg,252523725.0,Jamaican Fruit-eating Bat,0.305618174502654,0.4726559354284056,-0.0201213872776272,Non-Expert Cave
